Genome	Species	Resistance gene	Identity	Alignment Length/Gene Length	Coverage	Position in reference	Contig	Position in contig	Phenotype	Accession no.
SAMN39507677	anginosus	tet(O)	99.64	1920/1920	100.0	1..1920	SAMN39507677.contig00002 len=300471 cov=37.9 corr=0 origname=NODE_2_length_300471_cov_37.946687_pilon sw=shovill-spades/1.1.0 date=20240723	43621..45540	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507679	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507679.contig00008 len=108025 cov=40.8 corr=0 origname=NODE_8_length_108025_cov_40.841624_pilon sw=shovill-spades/1.1.0 date=20240723	14954..16873	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507680	anginosus	tet(O)	99.64	1920/1920	100.0	1..1920	SAMN39507680.contig00002 len=300834 cov=40.8 corr=0 origname=NODE_2_length_300834_cov_40.842377_pilon sw=shovill-spades/1.1.0 date=20240723	254932..256851	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507681	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507681.contig00009 len=92856 cov=34.3 corr=0 origname=NODE_9_length_92856_cov_34.335802_pilon sw=shovill-spades/1.1.0 date=20240723	14954..16873	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507682	anginosus	tet(O)	99.53	1920/1920	100.0	1..1920	SAMN39507682.contig00012 len=58264 cov=41.7 corr=0 origname=NODE_12_length_58264_cov_41.678417_pilon sw=shovill-spades/1.1.0 date=20240723	39585..41504	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507683	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507683.contig00011 len=77644 cov=43.5 corr=0 origname=NODE_11_length_77644_cov_43.546761_pilon sw=shovill-spades/1.1.0 date=20240723	29836..31755	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507684	anginosus	tet(M)	99.90	1920/1920	100.0	1..1920	SAMN39507684.contig00001 len=643512 cov=37.0 corr=0 origname=NODE_1_length_643512_cov_37.004260_pilon sw=shovill-spades/1.1.0 date=20240723	104718..106637	Doxycycline, Tetracycline, Minocycline	X75073
SAMN39507684	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507684.contig00006 len=78415 cov=37.7 corr=0 origname=NODE_6_length_78415_cov_37.656046_pilon sw=shovill-spades/1.1.0 date=20240723	27144..29063	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507685	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507685.contig00008 len=108025 cov=42.6 corr=0 origname=NODE_8_length_108025_cov_42.622468_pilon sw=shovill-spades/1.1.0 date=20240723	14954..16873	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507686	anginosus	msr(D)	99.73	1464/1464	100.0	1..1464	SAMN39507686.contig00002 len=135490 cov=57.8 corr=0 origname=NODE_2_length_135490_cov_57.849799_pilon sw=shovill-spades/1.1.0 date=20240723	8969..10432	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN39507686	anginosus	mef(A)	99.75	1218/1218	100.0	1..1218	SAMN39507686.contig00002 len=135490 cov=57.8 corr=0 origname=NODE_2_length_135490_cov_57.849799_pilon sw=shovill-spades/1.1.0 date=20240723	7632..8849	Erythromycin, Azithromycin	U83667
SAMN39507686	anginosus	erm(B)	99.86	738/738	100.0	1..738	SAMN39507686.contig00014 len=65469 cov=70.0 corr=0 origname=NODE_14_length_65469_cov_70.005981_pilon sw=shovill-spades/1.1.0 date=20240723	40368..41105	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	X72021
SAMN39507686	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507686.contig00002 len=135490 cov=57.8 corr=0 origname=NODE_2_length_135490_cov_57.849799_pilon sw=shovill-spades/1.1.0 date=20240723	87868..89787	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507688	anginosus	tet(O)	99.64	1920/1920	100.0	1..1920	SAMN39507688.contig00003 len=168200 cov=41.7 corr=0 origname=NODE_3_length_168200_cov_41.725723_pilon sw=shovill-spades/1.1.0 date=20240723	122298..124217	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507689	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507689.contig00006 len=108025 cov=37.1 corr=0 origname=NODE_6_length_108025_cov_37.091378_pilon sw=shovill-spades/1.1.0 date=20240723	91153..93072	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507690	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507690.contig00004 len=158488 cov=36.5 corr=0 origname=NODE_4_length_158488_cov_36.549322_pilon sw=shovill-spades/1.1.0 date=20240723	46560..48479	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507691	anginosus	tet(M)	99.90	1920/1920	100.0	1..1920	SAMN39507691.contig00001 len=703713 cov=42.7 corr=0 origname=NODE_1_length_703713_cov_42.667652_pilon sw=shovill-spades/1.1.0 date=20240723	164917..166836	Doxycycline, Tetracycline, Minocycline	X75073
SAMN39507691	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507691.contig00006 len=78388 cov=41.6 corr=0 origname=NODE_6_length_78388_cov_41.580145_pilon sw=shovill-spades/1.1.0 date=20240723	49326..51245	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507692	anginosus	msr(D)	99.73	1464/1464	100.0	1..1464	SAMN39507692.contig00004 len=171092 cov=34.6 corr=0 origname=NODE_4_length_171092_cov_34.637001_pilon sw=shovill-spades/1.1.0 date=20240723	8989..10452	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN39507692	anginosus	mef(A)	99.75	1218/1218	100.0	1..1218	SAMN39507692.contig00004 len=171092 cov=34.6 corr=0 origname=NODE_4_length_171092_cov_34.637001_pilon sw=shovill-spades/1.1.0 date=20240723	7652..8869	Erythromycin, Azithromycin	U83667
SAMN39507692	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507692.contig00004 len=171092 cov=34.6 corr=0 origname=NODE_4_length_171092_cov_34.637001_pilon sw=shovill-spades/1.1.0 date=20240723	123353..125272	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507693	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507693.contig00013 len=62934 cov=40.3 corr=0 origname=NODE_13_length_62934_cov_40.347070_pilon sw=shovill-spades/1.1.0 date=20240723	46301..48220	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507694	anginosus	erm(A)	100.00	732/732	100.0	1..732	SAMN39507694.contig00005 len=131812 cov=39.8 corr=0 origname=NODE_5_length_131812_cov_39.839857_pilon sw=shovill-spades/1.1.0 date=20240723	9755..10486	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF002716
SAMN39507694	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507694.contig00005 len=131812 cov=39.8 corr=0 origname=NODE_5_length_131812_cov_39.839857_pilon sw=shovill-spades/1.1.0 date=20240723	84005..85924	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507695	anginosus	msr(D)	99.73	1464/1464	100.0	1..1464	SAMN39507695.contig00013 len=68745 cov=46.7 corr=0 origname=NODE_13_length_68745_cov_46.692368_pilon sw=shovill-spades/1.1.0 date=20240723	8890..10353	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN39507695	anginosus	mef(A)	99.75	1218/1218	100.0	1..1218	SAMN39507695.contig00013 len=68745 cov=46.7 corr=0 origname=NODE_13_length_68745_cov_46.692368_pilon sw=shovill-spades/1.1.0 date=20240723	7553..8770	Erythromycin, Azithromycin	U83667
SAMN39507695	anginosus	tet(M)	99.01	1920/1920	100.0	1..1920	SAMN39507695.contig00010 len=85504 cov=41.3 corr=0 origname=NODE_10_length_85504_cov_41.340567_pilon sw=shovill-spades/1.1.0 date=20240723	61127..63046	Doxycycline, Tetracycline, Minocycline	AM990992
SAMN39507695	anginosus	tet(M)	99.01	1920/1920	100.0	1..1920	SAMN39507695.contig00010 len=85504 cov=41.3 corr=0 origname=NODE_10_length_85504_cov_41.340567_pilon sw=shovill-spades/1.1.0 date=20240723	61127..63046	Doxycycline, Tetracycline, Minocycline	X75073
SAMN39507695	anginosus	tet(L)	100.00	1343/1377	97.53086419753086	35..1377	SAMN39507695.contig00010 len=85504 cov=41.3 corr=0 origname=NODE_10_length_85504_cov_41.340567_pilon sw=shovill-spades/1.1.0 date=20240723	59305..60647	Doxycycline, Tetracycline, Doxycycline, Tetracycline, Minocycline, Tigecycline	M29725
SAMN39507696	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507696.contig00004 len=157818 cov=35.7 corr=0 origname=NODE_4_length_157818_cov_35.699728_pilon sw=shovill-spades/1.1.0 date=20240723	110010..111929	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507697	anginosus	tet(M)	99.90	1920/1920	100.0	1..1920	SAMN39507697.contig00001 len=703263 cov=49.3 corr=0 origname=NODE_1_length_703263_cov_49.298234_pilon sw=shovill-spades/1.1.0 date=20240723	536856..538775	Doxycycline, Tetracycline, Minocycline	X75073
SAMN39507697	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507697.contig00006 len=78279 cov=50.4 corr=0 origname=NODE_6_length_78279_cov_50.405471_pilon sw=shovill-spades/1.1.0 date=20240723	27124..29043	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507698	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507698.contig00013 len=63046 cov=38.7 corr=0 origname=NODE_13_length_63046_cov_38.738444_pilon sw=shovill-spades/1.1.0 date=20240723	14715..16634	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507699	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507699.contig00012 len=74997 cov=41.2 corr=0 origname=NODE_12_length_74997_cov_41.239671_pilon sw=shovill-spades/1.1.0 date=20240723	27441..29360	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507700	anginosus	msr(D)	99.73	1464/1464	100.0	1..1464	SAMN39507700.contig00005 len=142379 cov=39.2 corr=0 origname=NODE_5_length_142379_cov_39.244897_pilon sw=shovill-spades/1.1.0 date=20240723	8989..10452	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN39507700	anginosus	mef(A)	99.75	1218/1218	100.0	1..1218	SAMN39507700.contig00005 len=142379 cov=39.2 corr=0 origname=NODE_5_length_142379_cov_39.244897_pilon sw=shovill-spades/1.1.0 date=20240723	7652..8869	Erythromycin, Azithromycin	U83667
SAMN39507700	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507700.contig00005 len=142379 cov=39.2 corr=0 origname=NODE_5_length_142379_cov_39.244897_pilon sw=shovill-spades/1.1.0 date=20240723	90510..92429	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507701	anginosus	tet(O)	99.64	1920/1920	100.0	1..1920	SAMN39507701.contig00003 len=167452 cov=33.2 corr=0 origname=NODE_3_length_167452_cov_33.170383_pilon sw=shovill-spades/1.1.0 date=20240723	121913..123832	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507702	anginosus	msr(D)	99.73	1464/1464	100.0	1..1464	SAMN39507702.contig00012 len=51296 cov=56.3 corr=0 origname=NODE_12_length_51296_cov_56.345513_pilon sw=shovill-spades/1.1.0 date=20240723	40865..42328	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN39507702	anginosus	mef(A)	99.75	1218/1218	100.0	1..1218	SAMN39507702.contig00012 len=51296 cov=56.3 corr=0 origname=NODE_12_length_51296_cov_56.345513_pilon sw=shovill-spades/1.1.0 date=20240723	42448..43665	Erythromycin, Azithromycin	U83667
SAMN39507702	anginosus	tet(M)	99.01	1920/1920	100.0	1..1920	SAMN39507702.contig00007 len=85220 cov=55.1 corr=0 origname=NODE_7_length_85220_cov_55.137967_pilon sw=shovill-spades/1.1.0 date=20240723	60863..62782	Doxycycline, Tetracycline, Minocycline	AM990992
SAMN39507702	anginosus	tet(M)	99.01	1920/1920	100.0	1..1920	SAMN39507702.contig00007 len=85220 cov=55.1 corr=0 origname=NODE_7_length_85220_cov_55.137967_pilon sw=shovill-spades/1.1.0 date=20240723	60863..62782	Doxycycline, Tetracycline, Minocycline	X75073
SAMN39507702	anginosus	tet(L)	100.00	1343/1377	97.53086419753086	35..1377	SAMN39507702.contig00007 len=85220 cov=55.1 corr=0 origname=NODE_7_length_85220_cov_55.137967_pilon sw=shovill-spades/1.1.0 date=20240723	59041..60383	Doxycycline, Tetracycline, Doxycycline, Tetracycline, Minocycline, Tigecycline	M29725
SAMN39507703	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507703.contig00006 len=134088 cov=37.7 corr=0 origname=NODE_6_length_134088_cov_37.702680_pilon sw=shovill-spades/1.1.0 date=20240723	45822..47741	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507705	anginosus	msr(D)	95.08	1464/1464	100.0	1..1464	SAMN39507705.contig00003 len=171176 cov=53.4 corr=0 origname=NODE_3_length_171176_cov_53.426545_pilon sw=shovill-spades/1.1.0 date=20240723	118134..119597	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN39507705	anginosus	mef(A)	99.67	1218/1218	100.0	1..1218	SAMN39507705.contig00003 len=171176 cov=53.4 corr=0 origname=NODE_3_length_171176_cov_53.426545_pilon sw=shovill-spades/1.1.0 date=20240723	119717..120934	Erythromycin, Azithromycin	U83667
SAMN39507705	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507705.contig00003 len=171176 cov=53.4 corr=0 origname=NODE_3_length_171176_cov_53.426545_pilon sw=shovill-spades/1.1.0 date=20240723	30743..32662	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507706	anginosus	msr(D)	99.73	1464/1464	100.0	1..1464	SAMN39507706.contig00007 len=119872 cov=51.5 corr=0 origname=NODE_7_length_119872_cov_51.506601_pilon sw=shovill-spades/1.1.0 date=20240723	8989..10452	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN39507706	anginosus	mef(A)	99.75	1218/1218	100.0	1..1218	SAMN39507706.contig00007 len=119872 cov=51.5 corr=0 origname=NODE_7_length_119872_cov_51.506601_pilon sw=shovill-spades/1.1.0 date=20240723	7652..8869	Erythromycin, Azithromycin	U83667
SAMN39507706	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507706.contig00007 len=119872 cov=51.5 corr=0 origname=NODE_7_length_119872_cov_51.506601_pilon sw=shovill-spades/1.1.0 date=20240723	67752..69671	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507707	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507707.contig00007 len=107985 cov=57.9 corr=0 origname=NODE_7_length_107985_cov_57.890967_pilon sw=shovill-spades/1.1.0 date=20240723	91133..93052	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507708	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507708.contig00012 len=63615 cov=39.8 corr=0 origname=NODE_12_length_63615_cov_39.844907_pilon sw=shovill-spades/1.1.0 date=20240723	14715..16634	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507709	anginosus	erm(A)	100.00	732/732	100.0	1..732	SAMN39507709.contig00004 len=133895 cov=38.8 corr=0 origname=NODE_4_length_133895_cov_38.840728_pilon sw=shovill-spades/1.1.0 date=20240723	40763..41494	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF002716
SAMN39507709	anginosus	tet(M)	99.84	1920/1920	99.94791666666667	1..1920	SAMN39507709.contig00002 len=246266 cov=39.4 corr=0 origname=NODE_2_length_246266_cov_39.420731_pilon sw=shovill-spades/1.1.0 date=20240723	104583..106501	Doxycycline, Tetracycline, Minocycline	X75073
SAMN39507710	anginosus	msr(D)	99.73	1464/1464	100.0	1..1464	SAMN39507710.contig00007 len=120166 cov=58.3 corr=0 origname=NODE_7_length_120166_cov_58.279430_pilon sw=shovill-spades/1.1.0 date=20240723	109352..110815	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN39507710	anginosus	mef(A)	99.75	1218/1218	100.0	1..1218	SAMN39507710.contig00007 len=120166 cov=58.3 corr=0 origname=NODE_7_length_120166_cov_58.279430_pilon sw=shovill-spades/1.1.0 date=20240723	110935..112152	Erythromycin, Azithromycin	U83667
SAMN39507710	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507710.contig00007 len=120166 cov=58.3 corr=0 origname=NODE_7_length_120166_cov_58.279430_pilon sw=shovill-spades/1.1.0 date=20240723	50133..52052	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507711	anginosus	erm(A)	99.86	732/732	100.0	1..732	SAMN39507711.contig00003 len=190537 cov=30.6 corr=0 origname=NODE_3_length_190537_cov_30.563757_pilon sw=shovill-spades/1.1.0 date=20240723	71312..72043	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF002716
SAMN39507711	anginosus	tet(O)	99.11	1920/1920	100.0	1..1920	SAMN39507711.contig00003 len=190537 cov=30.6 corr=0 origname=NODE_3_length_190537_cov_30.563757_pilon sw=shovill-spades/1.1.0 date=20240723	162959..164878	Doxycycline, Tetracycline, Minocycline	Y07780
SAMN39507711	anginosus	tet(O)	99.11	1920/1920	100.0	1..1920	SAMN39507711.contig00003 len=190537 cov=30.6 corr=0 origname=NODE_3_length_190537_cov_30.563757_pilon sw=shovill-spades/1.1.0 date=20240723	162959..164878	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507712	anginosus	msr(D)	99.93	1464/1464	100.0	1..1464	SAMN39507712.contig00004 len=129501 cov=50.1 corr=0 origname=NODE_4_length_129501_cov_50.058938_pilon sw=shovill-spades/1.1.0 date=20240723	9458..10921	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN39507712	anginosus	mef(A)	99.75	1218/1218	100.0	1..1218	SAMN39507712.contig00004 len=129501 cov=50.1 corr=0 origname=NODE_4_length_129501_cov_50.058938_pilon sw=shovill-spades/1.1.0 date=20240723	8121..9338	Erythromycin, Azithromycin	U83667
SAMN39507712	anginosus	tet(O)	99.53	1920/1920	100.0	1..1920	SAMN39507712.contig00004 len=129501 cov=50.1 corr=0 origname=NODE_4_length_129501_cov_50.058938_pilon sw=shovill-spades/1.1.0 date=20240723	81762..83681	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507714	anginosus	erm(A)	100.00	732/732	100.0	1..732	SAMN39507714.contig00002 len=290599 cov=39.3 corr=0 origname=NODE_2_length_290599_cov_39.292439_pilon sw=shovill-spades/1.1.0 date=20240723	228221..228952	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF002716
SAMN39507714	anginosus	tet(O)	99.43	1920/1920	100.0	1..1920	SAMN39507714.contig00002 len=290599 cov=39.3 corr=0 origname=NODE_2_length_290599_cov_39.292439_pilon sw=shovill-spades/1.1.0 date=20240723	148955..150874	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507715	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507715.contig00003 len=195342 cov=42.0 corr=0 origname=NODE_3_length_195342_cov_42.012037_pilon sw=shovill-spades/1.1.0 date=20240723	14715..16634	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507716	anginosus	erm(T)	100.00	735/735	100.0	1..735	SAMN39507716.contig00002 len=307593 cov=42.5 corr=0 origname=NODE_2_length_307593_cov_42.528236_pilon sw=shovill-spades/1.1.0 date=20240723	230711..231445	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AY894138
SAMN39507716	anginosus	tet(M)	99.95	1920/1920	100.0	1..1920	SAMN39507716.contig00002 len=307593 cov=42.5 corr=0 origname=NODE_2_length_307593_cov_42.528236_pilon sw=shovill-spades/1.1.0 date=20240723	237052..238971	Doxycycline, Tetracycline, Minocycline	FR671418
SAMN39507716	anginosus	tet(L)	99.93	1343/1377	97.53086419753086	35..1377	SAMN39507716.contig00002 len=307593 cov=42.5 corr=0 origname=NODE_2_length_307593_cov_42.528236_pilon sw=shovill-spades/1.1.0 date=20240723	235581..236923	Doxycycline, Tetracycline, Minocycline, Tigecycline, Doxycycline, Tetracycline	M29725
SAMN39507717	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507717.contig00012 len=74957 cov=53.6 corr=0 origname=NODE_12_length_74957_cov_53.589467_pilon sw=shovill-spades/1.1.0 date=20240723	45618..47537	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507718	anginosus	erm(T)	100.00	735/735	100.0	1..735	SAMN39507718.contig00002 len=307538 cov=55.5 corr=0 origname=NODE_2_length_307538_cov_55.509441_pilon sw=shovill-spades/1.1.0 date=20240723	230676..231410	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AY894138
SAMN39507718	anginosus	tet(M)	99.95	1920/1920	100.0	1..1920	SAMN39507718.contig00002 len=307538 cov=55.5 corr=0 origname=NODE_2_length_307538_cov_55.509441_pilon sw=shovill-spades/1.1.0 date=20240723	237017..238936	Doxycycline, Tetracycline, Minocycline	FR671418
SAMN39507718	anginosus	tet(L)	99.93	1343/1377	97.53086419753086	35..1377	SAMN39507718.contig00002 len=307538 cov=55.5 corr=0 origname=NODE_2_length_307538_cov_55.509441_pilon sw=shovill-spades/1.1.0 date=20240723	235546..236888	Doxycycline, Tetracycline, Doxycycline, Tetracycline, Minocycline, Tigecycline	M29725
SAMN39507719	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507719.contig00002 len=271793 cov=45.4 corr=0 origname=NODE_2_length_271793_cov_45.376913_pilon sw=shovill-spades/1.1.0 date=20240723	177322..179241	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507722	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507722.contig00012 len=75180 cov=31.5 corr=0 origname=NODE_12_length_75180_cov_31.546524_pilon sw=shovill-spades/1.1.0 date=20240723	45821..47740	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507723	anginosus	msr(D)	99.73	1464/1464	100.0	1..1464	SAMN39507723.contig00013 len=51699 cov=34.6 corr=0 origname=NODE_13_length_51699_cov_34.603823_pilon sw=shovill-spades/1.1.0 date=20240723	40885..42348	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN39507723	anginosus	mef(A)	99.75	1218/1218	100.0	1..1218	SAMN39507723.contig00013 len=51699 cov=34.6 corr=0 origname=NODE_13_length_51699_cov_34.603823_pilon sw=shovill-spades/1.1.0 date=20240723	42468..43685	Erythromycin, Azithromycin	U83667
SAMN39507723	anginosus	tet(M)	99.01	1920/1920	100.0	1..1920	SAMN39507723.contig00008 len=85260 cov=32.9 corr=0 origname=NODE_8_length_85260_cov_32.915372_pilon sw=shovill-spades/1.1.0 date=20240723	22459..24378	Doxycycline, Tetracycline, Minocycline	AM990992
SAMN39507723	anginosus	tet(M)	99.01	1920/1920	100.0	1..1920	SAMN39507723.contig00008 len=85260 cov=32.9 corr=0 origname=NODE_8_length_85260_cov_32.915372_pilon sw=shovill-spades/1.1.0 date=20240723	22459..24378	Doxycycline, Tetracycline, Minocycline	X75073
SAMN39507723	anginosus	tet(L)	100.00	1343/1377	97.53086419753086	35..1377	SAMN39507723.contig00008 len=85260 cov=32.9 corr=0 origname=NODE_8_length_85260_cov_32.915372_pilon sw=shovill-spades/1.1.0 date=20240723	24858..26200	Doxycycline, Tetracycline, Minocycline, Tigecycline, Doxycycline, Tetracycline	M29725
SAMN39507724	anginosus	tet(O)	99.64	1920/1920	100.0	1..1920	SAMN39507724.contig00003 len=167837 cov=35.2 corr=0 origname=NODE_3_length_167837_cov_35.181552_pilon sw=shovill-spades/1.1.0 date=20240723	122298..124217	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507725	anginosus	tet(O)	99.53	1920/1920	100.0	1..1920	SAMN39507725.contig00014 len=57995 cov=40.2 corr=0 origname=NODE_14_length_57995_cov_40.184749_pilon sw=shovill-spades/1.1.0 date=20240723	39585..41504	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507726	anginosus	erm(A)	99.86	732/732	100.0	1..732	SAMN39507726.contig00003 len=190537 cov=41.9 corr=0 origname=NODE_3_length_190537_cov_41.902130_pilon sw=shovill-spades/1.1.0 date=20240723	118495..119226	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF002716
SAMN39507726	anginosus	tet(O)	99.11	1920/1920	100.0	1..1920	SAMN39507726.contig00003 len=190537 cov=41.9 corr=0 origname=NODE_3_length_190537_cov_41.902130_pilon sw=shovill-spades/1.1.0 date=20240723	25660..27579	Doxycycline, Tetracycline, Minocycline	Y07780
SAMN39507726	anginosus	tet(O)	99.11	1920/1920	100.0	1..1920	SAMN39507726.contig00003 len=190537 cov=41.9 corr=0 origname=NODE_3_length_190537_cov_41.902130_pilon sw=shovill-spades/1.1.0 date=20240723	25660..27579	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507727	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507727.contig00005 len=141051 cov=34.8 corr=0 origname=NODE_5_length_141051_cov_34.842252_pilon sw=shovill-spades/1.1.0 date=20240723	46560..48479	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507728	anginosus	tet(O)	99.64	1920/1920	100.0	1..1920	SAMN39507728.contig00003 len=167343 cov=42.0 corr=0 origname=NODE_3_length_167343_cov_42.022654_pilon sw=shovill-spades/1.1.0 date=20240723	121824..123743	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507729	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507729.contig00011 len=77644 cov=44.3 corr=0 origname=NODE_11_length_77644_cov_44.294945_pilon sw=shovill-spades/1.1.0 date=20240723	45890..47809	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507730	anginosus	msr(D)	99.73	1464/1464	100.0	1..1464	SAMN39507730.contig00013 len=69064 cov=46.2 corr=0 origname=NODE_13_length_69064_cov_46.213247_pilon sw=shovill-spades/1.1.0 date=20240723	9207..10670	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN39507730	anginosus	mef(A)	99.75	1218/1218	100.0	1..1218	SAMN39507730.contig00013 len=69064 cov=46.2 corr=0 origname=NODE_13_length_69064_cov_46.213247_pilon sw=shovill-spades/1.1.0 date=20240723	7870..9087	Erythromycin, Azithromycin	U83667
SAMN39507730	anginosus	tet(M)	99.01	1920/1920	100.0	1..1920	SAMN39507730.contig00009 len=85455 cov=42.3 corr=0 origname=NODE_9_length_85455_cov_42.338243_pilon sw=shovill-spades/1.1.0 date=20240723	61078..62997	Doxycycline, Tetracycline, Minocycline	AM990992
SAMN39507730	anginosus	tet(M)	99.01	1920/1920	100.0	1..1920	SAMN39507730.contig00009 len=85455 cov=42.3 corr=0 origname=NODE_9_length_85455_cov_42.338243_pilon sw=shovill-spades/1.1.0 date=20240723	61078..62997	Doxycycline, Tetracycline, Minocycline	X75073
